sub1 p0b0,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,0,0,,,,
6,,,,,,
24,,,,,,
0,-1,-1,-1,-1,8.09,-1
0,-1,-1,-1,-1,7.91,-1
0,-1,-1,-1,-1,8.45,-1
0,28.51,18.11,53.38,0,8.25,0.97718332
0,27.45,14.98,57.58,0,9.4,1.004917388
0,31.99,15.64,52.37,0,9.42,1.017899292
12,-1,-1,-1,0,9.71,1.414642014
12,-1,-1,-1,0,9.12,1.582895358
12,-1,-1,-1,0,9.12,1.336707317
17,47.63,15.72,36.66,0,-1,1.533988581
17,52.39,21.73,25.88,0,-1,1.564146935
17,46.67,15.8,37.53,0,-1,1.622317785
24,-1,-1,-1,0,9.26,1.750786782
24,-1,-1,-1,0,6.87,1.681746656
24,-1,-1,-1,0,9.98,1.672895358
36,-1,-1,-1,-1,8.88,-1
36,-1,-1,-1,-1,10.43,-1
36,-1,-1,-1,-1,8.95,-1
48,58.23,20.8,20.97,0,11.54,2.394925256
48,55.8,21.28,22.92,0,9.65,2.961597168
48,55.89,21.21,22.91,0,6.59,2.670330448
72,68.21,15.33,16.46,0,9.92,4.385121951
72,67.75,15.13,17.12,0,8.19,4.638804091
72,68.58,15.94,15.49,0,7.11,4.601644375
sub2 p0b100,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,100,0,,,,
6,,,,,,
18,,,,,,
12,-1,-1,-1,0,13.81,1.281376869
12,-1,-1,-1,0,14.05,1.558347758
12,-1,-1,-1,0,30.36,1.37761605
17,54.49,20.9,24.61,0,-1,1.560915221
17,44.52,20.53,34.95,0,-1,1.41871981
17,51.83,26.16,22.01,0,-1,1.39179317
24,-1,-1,-1,0,31.68,1.397010228
24,-1,-1,-1,0,35.47,1.78815893
24,-1,-1,-1,0,21.53,1.666050354
36,-1,-1,-1,-1,28.67,-1
36,-1,-1,-1,-1,24.29,-1
36,-1,-1,-1,-1,33.24,-1
48,45.2,22.37,32.43,0,28.51,2.497741935
48,44.54,22.81,32.66,0,30.27,2.709771833
48,44.65,23.15,32.21,0,35.2,2.54025177
72,53.62,20.37,26.01,0,29.93,3.832179386
72,55.96,19.44,24.6,0,30.11,3.87404406
72,55.04,20.69,24.27,0,38.55,3.824051928
sub5 p0b300,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,300,0,,,,
6,,,,,,
18,,,,,,
12,-1,-1,-1,-1,30.37,1.179732494
12,-1,-1,-1,-1,25.4,1.369508261
12,-1,-1,-1,-1,23.6,1.25140834
17,55.25,24.47,20.29,0,-1,1.300219326
17,54.39,24.47,21.14,0,-1,1.21728062
17,54.19,24.51,21.31,0,-1,1.259305828
24,-1,-1,-1,-1,29.46,1.403815893
24,-1,-1,-1,-1,26.66,1.649881983
24,-1,-1,-1,-1,38,1.584382376
36,-1,-1,-1,-1,36.08,-1
36,-1,-1,-1,-1,29.12,-1
36,-1,-1,-1,-1,34.87,-1
48,45.49,25.89,28.63,0,38.43,2.172722266
48,46.02,21.81,32.17,0,29.54,2.422989772
48,45.6,22.61,31.79,0,37.56,2.290055075
72,49.67,19.57,30.77,0,42.42,3.218300551
72,49.42,20.57,30.01,0,44.85,3.450330448
72,49.34,20.42,30.24,0,56.03,3.566766326
sub6 p15b0,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,0,15,,,,
6,,,,,,
18,,,,,,
12,-1,-1,-1,-1,40.67,1.072361024
12,-1,-1,-1,-1,29.34,1.203824493
12,-1,-1,-1,-1,36.9,1.071778792
17,28.492674,15.9945093,42.0229067,13.48991,-1,1.052735146
17,28.852854,15.9937503,41.9707157,13.18268,-1,1.162284543
17,28.215424,17.0476768,41.2721072,13.464792,-1,0.984023999
24,-1,-1,-1,-1,43.4,1.538172699
24,-1,-1,-1,-1,28.92,1.900826121
24,-1,-1,-1,-1,29.74,1.798859166
36,-1,-1,-1,-1,50.37,-1
36,-1,-1,-1,-1,32.75,-1
36,-1,-1,-1,-1,38.09,-1
48,37.848024,12.3974268,30.0525252,19.702024,39.67,1.693136442
48,38.537478,13.3237071,30.0814189,18.057396,30.39,1.830558276
48,39.46464,12.783408,29.778272,17.976864,43.44,1.675958713
72,45.320472,14.3950004,26.1103166,14.174211,49.46,1.942557071
72,45.785607,14.64517615,25.66045985,13.908757,47.89,2.093567392
72,45.585073,14.43162985,26.71784015,13.26765,49.62,1.87956905
sub7 p50b0,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,0,50,,,,
6,, ,,,,
18,,,,,,
12,-1,-1,-1,-1,46.32,1.131096123
12,-1,-1,-1,-1,36.08,1.216774248
12,-1,-1,-1,-1,60.76,1.061313465
17,7.707777,7.389423,76.284671,8.618129,-1,1.121791645
17,8.40427,3.05893,78.881138,9.655662,-1,1.084372313
17,7.531002,6.885398,76.366331,9.217269,-1,1.079033488
24,-1,-1,-1,-1,45.9,1.224940991
24,-1,-1,-1,-1,37.59,1.513690008
24,-1,-1,-1,-1,38.43,1.577655389
36,-1,-1,-1,-1,42.66,-1
36,-1,-1,-1,-1,54.07,-1
36,-1,-1,-1,-1,51.96,-1
48,10.0674,4.6342,54.656306,30.650496,45.15,0.984121512
48,11.772432,1.365168,55.926052,30.936348,46.94,1.142475493
48,5.101875,0.648125,61.371875,32.878125,57.08,0.93241409
72,2.1204,2.0748,46.204632,49.609712,63.86,1.010104492
72,3.876256,4.661344,43.190288,48.272112,65.41,1.111825918
72,3.38835,1.44165,47.7571,47.403425,60.92,1.14458257
sub8 p15b150,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,150,15,,,,
6,,,,,,
18,,,,,,
12,-1,-1,-1,-1,46.67,1.313532082
12,-1,-1,-1,-1,45.18,1.457978838
12,-1,-1,-1,-1,40.1,1.293229116
17,30.772456,22.734744,34.2546,12.2382,-1,0.907520365
17,31.730881,22.926319,34.010072,11.332728,-1,0.852074855
17,30.720091,22.097109,35.308708,11.869833,-1,1.026172042
24,-1,-1,-1,-1,41.02,1.237411487
24,-1,-1,-1,-1,41.05,1.348937844
24,-1,-1,-1,-1,37.58,1.329464988
36,-1,-1,-1,-1,55.55,-1
36,-1,-1,-1,-1,49.28,-1
36,-1,-1,-1,-1,59.16,-1
48,18.43264,30.43776,28.069328,23.060272,51.11,0.740450285
48,25.068988,10.056612,39.59002,25.278198,48.3,0.877733491
48,22.829009,15.985791,35.870201,25.314999,61.1,0.855240763
72,14.091297,18.375503,36.01943,31.51377,68.25,0.791524292
72,19.93216,13.77664,37.532096,28.759104,72.75,0.846928795
72,15.294404,10.888796,39.54914,34.26766,71.49,0.911356243
sub9 p25b50,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,50,25,,,,
6,,,,,,
18,,,,,,
12,-1,-1,-1,-1,-1,1.455790716
12,-1,-1,-1,-1,45.86,1.496502754
12,-1,-1,-1,-1,45.64,1.278552321
17,16.01568,14.52832,54.51284,14.93648,-1,-1
17,16.149605,14.771595,53.204951,15.86721,-1,-1
17,16.051355,14.630645,53.68191,15.63609,-1,-1
24,-1,-1,-1,-1,50.26,1.318686074
24,-1,-1,-1,-1,41.86,1.519394178
24,-1,-1,-1,-1,51.12,1.492682927
36,-1,-1,-1,-1,60.19,-1
36,-1,-1,-1,-1,62.48,-1
36,-1,-1,-1,-1,61.63,-1
48,10.487864,2.833736,55.651744,31.035208,47.54,0.988516643
48,8.521686,1.662714,54.59932,35.207387,44.72,0.99148982
48,12.527104,0.132096,54.431616,32.909184,55.2,0.89751158
72,5.602383,16.836417,36.988874,40.579887,68.23,0.978550038
72,15.7688,0,46.563044,37.676442,67.68,1.001482279
72,7.85049,8.09311,52.046576,32.018091,74.81,0.680427936
sub10 p25b0,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,0,25,,,,
6,,,,,,
9,,,,,,
17,11.883872,12.008528,59.473059,16.634541,-1,-1
17,10.38653,13.39547,59.126425,17.091575,-1,-1
17,10.848822,11.985578,60.761324,16.404276,-1,-1
48,13.929432,1.452968,50.547752,34.078176,-1,1.102014435
48,15.8792,0,48.137174,35.9919,-1,1.244209846
48,17.83954,0.05446,47.48561,34.62039,-1,1.139502316
72,12.078528,27.076672,25.295184,35.549616,-1,1.113480556
72,14.70636,27.52164,24.35443,33.41757,-1,1.075333405
72,14.70933,28.62267,22.15604,34.51196,-1,1.130556932
sub11p15b50,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,50,15,,,,
6,,,,,,
9,,,,,,
17,32.241361,21.679839,36.22798,9.85082,-1,-1
17,30.386818,23.147982,34.770943,11.694257,-1,-1
17,29.657596,22.773204,35.535002,12.029897,-1,-1
48,38.452828,15.955972,27.567854,18.023346,-1,0.991102014
48,30.287504,27.957696,22.833767,18.921033,-1,1.033372832
48,28.404624,22.121776,27.45202,22.017072,-1,1.09529247
72,29.87268,11.71132,32.92852,25.482,-1,1.170294086
72,21.402304,18.553296,31.991337,28.047406,-1,1.065315092
72,24.709101,16.405699,32.651667,26.239064,-1,1.034626737
sub12 p5b0,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,0,5,,,,
6,,,,,,
9,,,,,,
17,47.09,19.05,33.86,0,-1,1.363780674
17,47.65,20.25,32.1,0,-1,1.496280944
17,49.42,18.95,31.63,0,-1,1.407964667
48,54.57,17.57,27.86,0,-1,2.285090032
48,52.82,17.53,29.65,0,-1,2.545242221
48,55.38,17.1,27.52,0,-1,2.406464251
72,67.3,11.66,21.04,0,-1,3.924994075
72,65.42,11.16,23.42,0,-1,4.073316816
72,67.56,10.16,22.28,0,-1,4.303634601
sub6 p0b3000,,,,,,
2,,,,,,
0,,,,,,
1,,,,,,
0,3000,0,,,,
6,,,,,,
15,,,,,,
12,-1,-1,-1,-1,24.44,1.18245476
12,-1,-1,-1,-1,30.04,1.260153423
12,-1,-1,-1,-1,34.76,1.264968529
24,-1,-1,-1,-1,29.87,1.519665618
24,-1,-1,-1,-1,34.79,1.451963021
24,-1,-1,-1,-1,26.83,1.562722266
36,-1,-1,-1,-1,40.53,1.870538946
36,-1,-1,-1,-1,36.53,1.880629426
36,-1,-1,-1,-1,32.23,1.86097561
48,-1,-1,-1,-1,39.82,2.190881196
48,-1,-1,-1,-1,43.21,2.346380803
48,-1,-1,-1,-1,33.08,2.164240755
72,-1,-1,-1,-1,53.94,3.378890637
72,-1,-1,-1,-1,45.41,3.575051141
72,-1,-1,-1,-1,47.92,3.323745083
